rent,area,rooms,yearc,bathextra,bathtile,cheating,district,location,upkitchen,wwater
224.55,57,2,1918.0,no,yes,yes,Laim,normal,no,yes
524.09,59,2,1973.0,no,no,yes,Laim,normal,no,yes
487.77,72,3,1960.0,no,no,yes,Laim,normal,no,yes
501.96,86,4,1966.0,no,no,yes,Pas-Obmenz,normal,no,yes
640.83,74,3,1966.0,no,yes,yes,Pas-Obmenz,good,no,yes
548.79,55,1,1995.0,no,yes,yes,Pas-Obmenz,good,no,yes
523.33,67,3,1970.0,no,yes,yes,Had,normal,no,yes
177.36,56,3,1957.0,no,yes,no,Laim,normal,no,yes
564.02,78,3,1948.0,no,no,yes,Laim,normal,no,yes
714.27,90,4,1966.0,no,yes,yes,Bogenh,normal,no,yes
377.59,76,3,1948.0,no,yes,yes,Au-Haid,good,no,yes
468.92,64,3,1957.0,yes,yes,yes,Laim,normal,no,yes
686.32,85,4,1948.0,no,yes,yes,Laim,normal,no,yes
280.7,48,2,1957.0,no,yes,yes,Laim,normal,no,yes
504.4,86,4,1966.0,no,no,yes,Had,normal,no,yes
364.18,72,3,1966.0,no,yes,yes,Had,normal,no,yes
345.79,34,1,1970.0,no,no,yes,Laim,good,no,yes
193.38,66,3,1918.0,no,yes,yes,Schwab-Frei,good,no,yes
193.18,102,4,1918.0,no,yes,yes,Schwab-Frei,good,no,yes
883.53,100,4,1918.0,no,yes,yes,Schwab-Frei,good,no,yes
362.13,34,1,1966.0,no,yes,yes,SchwWest,good,no,yes
306.4,31,1,1972.0,no,no,yes,SchwWest,good,no,yes
771.5,70,2,1974.0,no,no,yes,Au-Haid,good,no,yes
490.85,40,1,1979.0,no,yes,yes,Bogenh,top,no,yes
580.32,55,2,1998.0,no,yes,yes,BamLaim,normal,yes,yes
667.25,89,2,1918.0,no,yes,yes,Lud-Isar,good,no,yes
601.65,64,2,1972.0,no,yes,yes,Lud-Isar,good,yes,yes
711.45,121,4,1918.0,no,no,yes,Lud-Isar,good,no,yes
370.0,71,2,1957.0,no,yes,yes,Lud-Isar,good,no,yes
347.74,50,2,1957.0,no,yes,yes,Lud-Isar,good,no,yes
967.62,87,2,1918.0,yes,yes,yes,Lud-Isar,good,no,yes
627.58,85,3,1918.0,no,no,no,Lud-Isar,good,no,yes
617.6,86,3,1960.0,no,yes,yes,SchwWest,good,no,yes
375.3,69,3,1966.0,no,yes,yes,Feld-Has,normal,no,yes
639.21,55,2,1973.0,no,yes,yes,Mil-AmH,normal,no,yes
721.38,97,3,1918.0,no,no,yes,Mil-AmH,normal,no,yes
330.55,25,1,1966.0,no,yes,yes,SchwWest,normal,no,yes
675.71,67,2,1939.0,no,yes,yes,SchwWest,good,no,yes
1143.05,115,3,1970.0,no,yes,yes,Bogenh,normal,no,yes
354.63,30,1,1972.0,no,yes,yes,Bogenh,normal,no,yes
645.85,46,2,1994.0,no,yes,yes,Ugies-Har,top,no,yes
316.62,44,2,1957.0,no,no,yes,Schwab-Frei,normal,no,yes
493.4,62,2,1957.0,no,no,yes,Lud-Isar,good,no,yes
456.33,59,3,1918.0,no,yes,yes,Lud-Isar,good,no,yes
801.7,125,4,1957.0,no,yes,yes,Lud-Isar,good,no,yes
421.68,40,2,1993.0,no,yes,yes,Ram-Per,normal,no,yes
704.08,77,3,1990.0,no,yes,yes,Bogenh,good,no,yes
649.02,85,3,1983.0,no,yes,yes,Ram-Per,normal,no,yes
663.33,69,3,1993.0,no,yes,yes,Ram-Per,normal,yes,yes
642.39,53,2,1998.0,no,yes,yes,Trud-Rie,good,yes,yes
783.23,79,3,1957.0,no,yes,yes,Trud-Rie,good,no,yes
438.7,60,2,1957.0,no,yes,yes,SchwWest,good,no,yes
525.37,55,2,1957.0,no,yes,yes,SchwWest,good,no,yes
723.49,88,4,1970.0,no,yes,yes,Ram-Per,normal,no,yes
342.57,37,1,1970.0,no,yes,yes,Ram-Per,normal,no,yes
235.2,27,1,1971.0,no,yes,yes,Ram-Per,normal,no,yes
510.0,88,4,1969.0,no,yes,yes,Ram-Per,normal,no,yes
577.77,87,3,1918.0,no,yes,yes,Au-Haid,normal,no,yes
157.51,62,3,1957.0,no,yes,yes,Send,normal,no,yes
509.47,68,3,1966.0,no,no,yes,Feld-Has,normal,no,yes
444.21,50,2,1989.0,no,yes,yes,Neuh-Nymp,good,no,yes
629.09,66,2,1924.0,no,no,yes,Neuh-Nymp,top,no,yes
604.17,83,3,1960.0,no,no,yes,Neuh-Nymp,normal,no,yes
398.82,45,1,1957.0,no,yes,yes,Neuh-Nymp,normal,no,yes
678.4,52,2,1957.0,no,no,yes,Maxvor,normal,no,yes
317.43,71,3,1918.0,no,yes,no,Neuh-Nymp,normal,no,no
434.61,53,2,1980.0,no,no,yes,Neuh-Nymp,normal,no,yes
717.71,96,3,1924.0,no,no,yes,Moos,normal,no,yes
525.71,69,3,1966.0,no,yes,yes,Send-West,normal,no,yes
920.34,86,4,1966.0,no,yes,yes,Send,normal,no,yes
494.28,60,2,1924.0,no,yes,yes,Send,good,no,yes
460.0,58,2,1982.0,no,yes,yes,Ram-Per,good,no,yes
598.0,68,2,1973.0,no,yes,yes,Ram-Per,normal,no,yes
378.36,55,2,1970.0,no,yes,yes,Ram-Per,normal,no,yes
824.58,122,3,1918.0,no,yes,yes,Alt-Le,good,no,yes
1538.43,178,6,1983.0,no,no,yes,Alt-Le,good,no,yes
716.0,120,4,1918.0,no,yes,yes,SchwWest,good,no,yes
434.56,105,4,1957.0,no,no,yes,Ram-Per,normal,no,yes
766.95,75,3,1990.0,no,yes,yes,Ram-Per,normal,no,yes
356.41,75,3,1918.0,no,no,no,Maxvor,good,no,yes
727.54,67,4,1957.0,no,yes,yes,Neuh-Nymp,normal,no,yes
525.0,73,3,1970.0,no,no,yes,Neuh-Nymp,normal,no,yes
737.3,79,3,1957.0,no,yes,yes,SchwWest,good,no,yes
439.2,125,4,1918.0,no,yes,yes,Lud-Isar,normal,no,yes
376.26,78,3,1992.0,no,no,yes,Lud-Isar,good,no,yes
712.79,70,2,1996.0,no,yes,yes,Maxvor,normal,no,yes
491.79,100,4,1918.0,no,no,no,Schwanth,normal,no,no
449.27,52,2,1918.0,no,yes,yes,Schwanth,normal,no,yes
1467.69,118,2,1998.0,no,no,yes,Au-Haid,good,yes,yes
484.66,86,4,1918.0,yes,yes,yes,Neuh-Nymp,good,no,yes
359.8,48,2,1966.0,no,yes,yes,BamLaim,normal,no,yes
531.76,63,2,1957.0,no,yes,yes,Maxvor,good,yes,yes
419.04,51,2,1966.0,no,no,yes,Maxvor,good,no,yes
793.33,103,3,1918.0,no,yes,yes,SchwWest,good,no,yes
515.67,54,2,1960.0,no,yes,yes,Maxvor,good,no,yes
384.31,46,2,1957.0,no,yes,yes,SchwWest,good,no,yes
1023.31,116,4,1918.0,no,yes,yes,Schwab-Frei,good,no,yes
444.83,35,1,1966.0,no,yes,yes,Send-West,good,no,yes
733.72,86,5,1975.0,no,yes,yes,Had,good,no,yes
715.82,66,2,1988.0,no,yes,yes,Had,good,no,yes
562.0,56,2,1966.0,no,no,yes,Send,normal,no,yes
603.34,60,2,1918.0,no,yes,yes,Alt-Le,normal,no,yes
821.61,136,4,1918.0,no,no,yes,Alt-Le,good,no,no
1102.0,173,5,1918.0,yes,yes,yes,Alt-Le,normal,no,yes
823.19,87,3,1918.0,no,yes,yes,Au-Haid,good,no,yes
905.01,77,3,1998.0,yes,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
733.77,140,4,1957.0,no,yes,yes,SchwWest,good,no,yes
569.69,87,3,1957.0,no,yes,yes,SchwWest,good,no,yes
818.08,90,4,1918.0,no,yes,yes,Alt-Le,normal,no,yes
751.6,66,3,1980.0,no,yes,yes,Alt-Le,good,no,yes
712.33,75,3,1967.0,no,yes,yes,Alt-Le,good,no,yes
329.63,27,1,1957.0,no,no,yes,Maxvor,good,no,yes
384.0,22,1,1972.0,no,yes,yes,BamLaim,normal,no,yes
281.22,50,3,1948.0,no,yes,yes,BamLaim,normal,no,yes
786.38,77,3,1998.0,no,yes,yes,BamLaim,normal,no,yes
324.6,80,3,1948.0,no,yes,no,BamLaim,normal,no,yes
509.9,75,3,1983.0,no,yes,yes,BamLaim,good,no,yes
785.76,73,3,1998.0,no,yes,yes,Laim,normal,no,yes
765.24,100,4,1918.0,no,yes,yes,Laim,normal,no,yes
692.57,74,3,1960.0,no,yes,yes,Laim,normal,no,yes
368.13,36,1,1957.0,no,yes,yes,Laim,normal,no,yes
377.16,80,3,1957.0,no,no,yes,Laim,good,no,yes
938.6,88,3,1980.0,no,yes,yes,Laim,good,yes,yes
710.95,80,3,1998.0,no,yes,yes,Laim,normal,no,yes
556.38,65,2,1982.0,no,yes,yes,Ugies-Har,good,no,yes
894.0,81,3,1918.0,no,yes,yes,Au-Haid,normal,no,yes
362.28,96,4,1924.0,no,yes,no,Au-Haid,normal,no,yes
472.49,56,2,1957.0,no,yes,yes,Au-Haid,normal,no,yes
617.6,80,4,1957.0,no,yes,yes,Au-Haid,normal,no,yes
359.47,57,2,1957.0,no,yes,yes,SchwWest,good,no,yes
328.64,52,2,1957.0,no,yes,yes,Maxvor,good,no,yes
423.55,54,3,1948.0,no,yes,yes,Laim,normal,no,yes
359.92,41,1,1957.0,no,yes,yes,Ugies-Har,normal,no,yes
1505.66,170,4,1918.0,yes,no,yes,Alt-Le,normal,no,yes
382.96,88,3,1957.0,no,no,yes,Alt-Le,good,no,yes
275.19,32,1,1957.0,no,yes,yes,Alt-Le,good,no,yes
245.42,30,1,1957.0,no,yes,yes,Alt-Le,good,no,yes
664.69,87,3,1973.0,yes,yes,yes,Mil-AmH,normal,no,yes
715.82,92,3,1918.0,no,no,yes,Lud-Isar,good,no,yes
681.05,76,3,1918.0,no,yes,yes,Lud-Isar,good,no,yes
387.95,69,3,1939.0,no,yes,yes,Lud-Isar,normal,no,yes
403.91,54,2,1960.0,no,yes,yes,Laim,good,no,yes
271.05,28,1,1968.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
710.71,75,2,1991.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
521.33,73,3,1966.0,no,yes,yes,Au-Lo-La,normal,no,yes
624.75,55,2,1966.0,no,yes,yes,Au-Lo-La,normal,no,yes
542.12,75,3,1924.0,no,no,yes,Laim,normal,no,yes
616.6,100,4,1967.0,no,no,yes,Laim,normal,no,yes
594.64,62,2,1918.0,no,yes,yes,Au-Haid,good,no,yes
305.73,74,3,1918.0,no,yes,no,Au-Haid,good,no,no
443.88,87,3,1918.0,no,no,no,Au-Haid,good,no,no
531.52,80,3,1918.0,no,no,no,Au-Haid,good,no,yes
242.35,54,2,1918.0,no,yes,yes,Ram-Per,normal,no,yes
715.82,73,3,1999.0,no,yes,yes,Obgies,normal,no,yes
499.23,68,3,1957.0,no,no,yes,Au-Haid,good,no,yes
175.99,42,2,1948.0,no,yes,yes,Obgies,normal,no,yes
876.44,140,5,1918.0,no,yes,yes,Au-Haid,good,yes,yes
353.69,32,1,1918.0,no,yes,no,Au-Haid,normal,no,yes
415.6,55,2,1957.0,no,yes,yes,Obgies,normal,no,yes
403.93,40,1,1957.0,no,yes,yes,Au-Haid,good,no,yes
539.93,95,4,1966.0,no,yes,yes,Ugies-Har,normal,no,yes
356.88,37,1,1966.0,no,no,yes,Ugies-Har,normal,no,yes
586.97,83,3,1957.0,no,no,yes,Ugies-Har,normal,no,yes
338.48,45,2,1948.0,no,yes,yes,Ugies-Har,normal,no,yes
833.42,63,2,1996.0,no,yes,yes,Ugies-Har,normal,no,yes
976.58,102,4,1918.0,yes,no,yes,Neuh-Nymp,normal,no,yes
715.82,60,2,1998.0,no,yes,yes,Ugies-Har,top,yes,yes
834.15,111,5,1980.0,no,yes,yes,Th-Ob-Fo-Fu-So,top,no,yes
1133.94,94,3,1993.0,yes,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
319.46,48,2,1948.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
650.05,83,3,1918.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
547.1,68,3,1966.0,no,yes,yes,Mil-AmH,normal,no,yes
450.5,75,3,1957.0,no,yes,yes,SchwWest,good,no,yes
675.24,53,2,1918.0,no,yes,yes,SchwWest,good,no,yes
371.57,70,3,1948.0,no,yes,yes,Neuh-Nymp,normal,no,yes
616.45,54,2,1918.0,no,yes,yes,Neuh-Nymp,good,no,yes
715.82,65,2,1918.0,no,yes,yes,Neuh-Nymp,good,no,yes
848.23,85,3,1966.0,no,yes,yes,Neuh-Nymp,good,yes,yes
674.92,67,3,1918.0,no,no,yes,Neuh-Nymp,good,no,yes
603.34,55,2,1918.0,no,yes,yes,Neuh-Nymp,good,no,yes
371.91,87,4,1924.0,no,yes,yes,Neuh-Nymp,normal,no,yes
327.75,49,2,1971.0,no,yes,yes,Mil-AmH,normal,no,yes
457.96,60,3,1960.0,no,yes,yes,Mil-AmH,normal,no,yes
736.27,76,3,1957.0,no,yes,yes,Laim,normal,no,yes
1237.35,123,3,1994.0,no,yes,yes,Laim,good,no,yes
484.06,47,1,1968.0,no,yes,yes,Laim,good,no,yes
1416.96,170,5,1966.0,no,yes,yes,Laim,good,no,yes
527.12,57,3,1948.0,no,yes,yes,Laim,normal,no,yes
423.22,56,2,1948.0,no,no,yes,Laim,normal,no,yes
268.53,87,3,1957.0,no,yes,yes,Au-Haid,normal,no,yes
725.13,84,3,1973.0,no,no,yes,Ram-Per,normal,no,yes
609.03,100,3,1918.0,no,no,no,Au-Haid,normal,no,no
785.36,70,3,1998.0,yes,yes,yes,Trud-Rie,good,no,yes
621.52,100,6,1948.0,no,yes,yes,Trud-Rie,good,yes,yes
1632.03,110,3,1987.0,no,yes,yes,Bogenh,good,yes,yes
1041.13,116,3,1971.0,yes,yes,yes,Bogenh,top,no,yes
561.38,66,2,1980.0,no,yes,yes,Bogenh,top,no,yes
599.75,59,2,1960.0,no,yes,yes,Bogenh,normal,no,yes
516.27,79,3,1957.0,no,no,yes,Bogenh,normal,no,yes
591.18,76,3,1972.0,no,yes,yes,Bogenh,normal,no,yes
567.55,59,3,1987.0,no,yes,yes,Trud-Rie,good,yes,yes
316.56,63,2,1918.0,no,yes,yes,Schwab-Frei,normal,no,yes
796.99,85,3,1966.0,no,yes,yes,Schwab-Frei,good,no,yes
290.49,50,2,1948.0,no,yes,yes,Schwab-Frei,normal,no,yes
735.42,94,4,1972.0,no,yes,yes,Moos,normal,no,yes
352.44,36,1,1972.0,no,no,yes,Moos,normal,no,yes
611.63,70,3,1966.0,no,no,yes,Moos,normal,no,yes
429.49,60,2,1957.0,no,yes,yes,Moos,normal,no,yes
376.25,44,1,1999.0,no,yes,yes,Feld-Has,normal,no,yes
510.24,42,2,1998.0,no,yes,yes,All-Umenz,normal,no,yes
330.96,56,2,1957.0,no,no,yes,Neuh-Nymp,good,no,yes
493.83,50,2,1976.0,no,yes,yes,Neuh-Nymp,good,no,yes
542.94,76,3,1960.0,no,yes,yes,Maxvor,good,no,yes
362.93,90,2,1918.0,no,yes,no,Lud-Isar,normal,no,yes
401.37,43,1,1939.0,no,yes,yes,Schwanth,normal,no,yes
603.27,58,2,1972.0,no,yes,yes,Schwanth,normal,no,yes
328.03,75,3,1918.0,no,yes,yes,Schwanth,normal,no,yes
1094.47,98,3,1960.0,no,yes,yes,Schwab-Frei,top,no,yes
491.63,61,3,1960.0,no,no,yes,Mil-AmH,normal,no,yes
395.62,30,1,1968.0,no,yes,yes,Schwab-Frei,top,no,yes
301.06,30,1,1978.0,yes,yes,yes,Maxvor,good,no,yes
613.56,56,2,1960.0,no,yes,yes,Maxvor,good,no,yes
425.38,65,3,1972.0,no,yes,yes,Ram-Per,normal,no,yes
478.23,97,4,1918.0,no,yes,yes,Neuh-Nymp,good,no,yes
639.11,65,2,1981.0,no,yes,yes,Ram-Per,normal,no,yes
640.99,74,3,1998.0,no,yes,yes,BamLaim,normal,no,yes
1198.0,140,5,1918.0,yes,yes,yes,Au-Haid,normal,no,yes
327.84,87,5,1966.0,no,yes,yes,Au-Haid,good,no,yes
299.45,53,3,1957.0,no,yes,yes,Ram-Per,normal,no,yes
565.49,80,3,1957.0,no,yes,yes,Alt-Le,normal,no,yes
487.16,55,2,1918.0,no,no,no,Maxvor,good,no,yes
321.56,20,1,1957.0,no,yes,yes,Schwab-Frei,good,no,yes
359.5,61,3,1966.0,no,yes,yes,Laim,normal,no,yes
447.23,78,3,1966.0,no,yes,yes,Laim,normal,no,yes
707.39,82,3,1998.0,yes,yes,yes,Laim,good,yes,yes
526.98,52,2,1998.0,no,yes,yes,Laim,good,no,yes
532.96,59,2,1967.0,no,no,yes,Laim,normal,yes,yes
652.9,63,3,1970.0,no,yes,yes,Send-West,normal,no,yes
335.55,42,1,1987.0,no,yes,yes,Laim,normal,no,yes
444.23,84,3,1972.0,no,yes,yes,Laim,good,no,yes
787.4,91,4,1978.0,yes,yes,yes,Laim,good,no,yes
124.47,52,2,1957.0,no,yes,yes,Laim,good,no,yes
621.73,66,2,1988.0,no,yes,yes,Pas-Obmenz,normal,no,yes
843.65,83,3,2000.0,no,yes,yes,Pas-Obmenz,good,no,yes
637.59,92,4,1985.0,no,yes,yes,Bogenh,normal,no,yes
922.52,80,3,1993.0,yes,no,yes,Bogenh,normal,yes,yes
582.38,50,2,1973.0,no,yes,yes,Bogenh,normal,no,yes
572.36,65,4,1960.0,no,no,yes,Mil-AmH,normal,no,yes
960.64,94,4,1997.0,no,yes,yes,Mil-AmH,normal,no,yes
311.05,77,3,1970.0,no,yes,yes,Mil-AmH,normal,no,yes
376.65,32,1,1957.0,no,no,yes,SchwWest,good,no,yes
448.16,59,3,1966.0,no,yes,yes,SchwWest,normal,no,yes
438.92,52,2,1960.0,no,yes,yes,SchwWest,good,no,yes
567.55,56,2,1997.0,no,yes,yes,Bogenh,good,no,yes
415.18,35,1,1996.0,no,yes,yes,Send-West,normal,no,yes
600.26,67,3,1966.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
728.19,75,3,1993.0,no,yes,yes,Send-West,normal,no,yes
823.17,86,3,1966.0,no,yes,yes,Had,good,no,yes
554.44,55,2,1918.0,no,yes,yes,Au-Haid,good,no,yes
392.68,79,3,1918.0,no,yes,yes,Au-Haid,normal,no,yes
379.46,96,3,1918.0,no,yes,no,Au-Haid,good,no,no
615.88,73,2,1918.0,yes,yes,yes,Maxvor,good,no,yes
428.71,70,2,1918.0,no,yes,no,Neuh-Nymp,normal,no,yes
983.99,97,4,1957.0,no,yes,yes,Neuh-Nymp,normal,no,yes
478.27,90,4,1972.0,no,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
553.66,65,3,1966.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,yes,yes
692.33,63,3,1957.0,no,yes,yes,Ugies-Har,normal,no,yes
526.01,80,3,1976.0,no,yes,yes,Ugies-Har,top,no,yes
513.4,60,3,1918.0,no,no,no,Ugies-Har,normal,no,yes
826.45,68,3,1957.0,no,no,no,Maxvor,good,no,yes
640.89,88,3,1966.0,no,yes,yes,Maxvor,good,no,yes
399.54,53,2,1973.0,no,yes,yes,BamLaim,normal,no,yes
854.18,160,4,1918.0,yes,yes,yes,Neuh-Nymp,good,no,yes
576.51,74,3,1967.0,no,yes,yes,Neuh-Nymp,top,no,yes
743.37,110,4,1918.0,yes,yes,yes,Neuh-Nymp,good,no,yes
400.23,77,3,1966.0,yes,yes,yes,Moos,normal,no,yes
366.06,36,1,1999.0,no,yes,yes,Moos,normal,no,yes
1018.38,92,3,1983.0,yes,yes,yes,Neuh-Nymp,good,yes,yes
411.23,60,2,1974.0,no,no,yes,Moos,normal,no,yes
262.41,39,2,1957.0,no,yes,yes,Mil-AmH,normal,no,yes
428.66,84,4,1966.0,no,no,yes,Mil-AmH,normal,no,yes
286.14,39,2,1948.0,no,yes,yes,Mil-AmH,normal,no,yes
986.97,60,2,1966.0,no,yes,yes,Alt-Le,good,no,yes
702.64,79,3,1957.0,no,yes,yes,Lud-Isar,normal,no,yes
413.49,45,2,1984.0,no,yes,yes,Maxvor,good,no,yes
299.62,65,3,1957.0,no,yes,yes,Lud-Isar,good,no,yes
796.18,78,3,1957.0,no,yes,yes,Maxvor,good,no,yes
542.08,67,2,1960.0,yes,yes,yes,Maxvor,good,no,yes
371.03,75,3,1948.0,no,no,no,Laim,normal,no,no
577.83,97,3,1966.0,no,yes,yes,Ram-Per,good,no,yes
717.4,73,3,1972.0,no,yes,yes,Ram-Per,good,no,yes
306.57,36,1,1983.0,no,yes,yes,Ram-Per,good,no,yes
393.97,63,2,1972.0,no,yes,yes,Schwanth,normal,no,yes
263.85,50,2,1918.0,no,no,no,Schwanth,normal,no,yes
268.39,52,2,1918.0,no,yes,yes,Schwanth,normal,no,yes
312.0,84,3,1918.0,no,yes,no,Maxvor,normal,no,yes
458.74,66,3,1966.0,no,yes,yes,Had,normal,no,yes
324.28,25,1,1971.0,no,yes,yes,SchwWest,good,no,yes
506.19,51,2,1957.0,no,yes,yes,Laim,normal,no,yes
1018.22,146,5,1918.0,no,no,no,Alt-Le,normal,no,yes
880.49,71,3,1957.0,no,yes,yes,Alt-Le,normal,no,yes
409.04,50,2,1957.0,no,yes,no,Ugies-Har,normal,no,yes
473.18,83,3,1957.0,no,yes,yes,Ugies-Har,normal,no,yes
439.08,63,3,1957.0,no,yes,yes,Laim,normal,no,yes
500.24,68,3,1971.0,no,yes,yes,Mil-AmH,normal,no,yes
649.34,94,4,1975.0,no,no,yes,Send-West,normal,no,yes
484.03,55,2,1966.0,no,yes,yes,Maxvor,good,no,yes
335.21,60,2,1970.0,no,yes,yes,Ram-Per,normal,no,yes
706.73,92,3,1971.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
807.86,68,3,1924.0,no,yes,yes,Th-Ob-Fo-Fu-So,top,no,yes
664.69,75,2,1972.0,no,yes,yes,Th-Ob-Fo-Fu-So,top,no,yes
666.91,150,3,1969.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
340.01,62,3,1948.0,no,no,no,Ugies-Har,good,no,no
298.42,71,2,1918.0,no,yes,yes,Schwanth,normal,no,yes
486.37,53,2,1973.0,no,yes,yes,Schwanth,normal,no,yes
204.52,55,3,1973.0,no,yes,yes,Schwanth,normal,no,yes
788.91,80,3,1918.0,no,no,yes,Schwanth,normal,no,yes
529.13,47,2,1918.0,no,yes,yes,Schwanth,normal,no,yes
210.05,87,3,1918.0,no,yes,no,Lud-Isar,normal,no,no
299.0,72,3,1924.0,no,yes,yes,Schwanth,normal,no,yes
690.52,83,3,1918.0,no,no,yes,Lud-Isar,normal,no,yes
340.98,26,1,1973.0,no,yes,yes,Lud-Isar,normal,no,yes
213.01,51,2,1924.0,no,yes,no,Neuh-Nymp,normal,no,no
480.63,47,2,1960.0,no,yes,yes,Neuh-Nymp,normal,no,yes
812.96,73,3,1918.0,yes,yes,yes,Lud-Isar,good,no,yes
449.94,35,1,1957.0,no,yes,yes,Lud-Isar,good,no,yes
1457.2,128,5,1918.0,no,yes,yes,Schwanth,normal,no,yes
1000.41,102,3,1918.0,no,yes,yes,Schwanth,normal,no,yes
461.54,80,3,1918.0,no,yes,yes,Lud-Isar,good,no,yes
287.14,23,1,1960.0,no,yes,yes,Neuh-Nymp,good,no,yes
1027.79,91,3,1966.0,yes,no,yes,Neuh-Nymp,top,no,yes
1002.8,71,2,1994.0,yes,no,yes,Maxvor,normal,no,yes
357.91,36,1,1957.0,no,yes,yes,Neuh-Nymp,normal,no,yes
479.63,109,4,1924.0,no,yes,yes,Moos,normal,no,yes
478.07,45,2,1978.0,no,yes,yes,Neuh-Nymp,normal,no,yes
432.14,55,2,1924.0,no,yes,yes,Neuh-Nymp,good,no,yes
531.2,73,3,1972.0,no,yes,yes,Moos,normal,no,yes
505.87,50,1,1957.0,no,yes,yes,Maxvor,good,no,yes
409.05,45,1,1966.0,no,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
565.8,64,3,1966.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
685.78,82,4,1972.0,no,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
321.1,49,2,1966.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
897.43,80,3,1994.0,no,yes,yes,Laim,normal,yes,yes
787.38,75,3,1998.0,no,yes,yes,Trud-Rie,good,yes,yes
352.8,40,1,1969.0,no,yes,yes,Ram-Per,normal,no,yes
355.15,28,1,1972.0,no,yes,yes,Pas-Obmenz,good,no,yes
789.25,103,4,1989.0,yes,yes,yes,Au-Lo-La,normal,no,yes
894.6,67,2,1993.0,yes,yes,yes,SchwWest,normal,no,yes
478.9,53,2,1966.0,yes,yes,yes,SchwWest,normal,no,yes
444.67,70,3,1966.0,no,yes,yes,Had,normal,no,yes
215.95,43,2,1924.0,no,yes,yes,Laim,normal,no,yes
554.76,62,2,1918.0,yes,yes,yes,Laim,normal,no,yes
393.59,74,3,1924.0,no,yes,no,Laim,normal,no,yes
646.8,52,2,1996.0,no,yes,yes,Laim,normal,no,yes
747.83,74,3,1957.0,no,yes,yes,Alt-Le,good,no,yes
427.86,44,1,1957.0,no,yes,yes,Au-Haid,normal,no,yes
771.21,70,2,1918.0,no,yes,yes,Lud-Isar,good,no,yes
376.0,28,1,1960.0,no,yes,yes,Maxvor,normal,no,yes
269.63,45,2,1957.0,no,yes,yes,Neuh-Nymp,good,no,yes
654.46,64,2,1918.0,no,yes,yes,SchwWest,good,no,yes
323.87,31,1,1966.0,no,yes,yes,SchwWest,good,no,yes
493.85,69,3,1966.0,no,no,yes,SchwWest,good,no,yes
780.91,75,3,1918.0,no,yes,yes,SchwWest,good,no,yes
951.02,102,4,1957.0,no,yes,yes,SchwWest,good,no,yes
618.67,55,2,1948.0,no,yes,yes,SchwWest,normal,yes,yes
658.87,70,2,1996.0,no,no,yes,Ram-Per,normal,no,yes
553.35,72,3,1957.0,no,no,yes,Obgies,normal,no,yes
214.14,36,2,1948.0,no,yes,yes,Obgies,normal,no,yes
389.49,49,2,1960.0,no,no,yes,Ram-Per,normal,no,yes
386.22,37,1,1918.0,no,yes,yes,Obgies,normal,no,yes
328.63,56,2,1948.0,no,yes,yes,Ugies-Har,normal,no,yes
812.97,74,2,1918.0,no,yes,yes,Ugies-Har,normal,no,yes
810.55,110,3,1972.0,yes,yes,yes,Maxvor,good,no,yes
498.06,67,2,1957.0,no,yes,yes,SchwWest,normal,no,yes
559.67,50,2,1989.0,no,yes,yes,Schwab-Frei,normal,yes,yes
515.77,44,2,1924.0,no,yes,yes,Pas-Obmenz,good,yes,yes
812.0,73,3,1974.0,no,yes,yes,Pas-Obmenz,good,no,yes
971.47,90,3,1993.0,no,yes,yes,Au-Lo-La,normal,no,yes
360.57,64,2,1918.0,no,yes,no,Pas-Obmenz,good,no,yes
269.7,63,3,1948.0,no,no,yes,Au-Lo-La,normal,no,yes
356.89,45,2,1966.0,no,yes,yes,Pas-Obmenz,good,no,yes
256.67,44,2,1948.0,no,yes,yes,Schwab-Frei,normal,no,yes
313.84,33,1,1948.0,no,yes,yes,Schwab-Frei,normal,no,yes
485.43,66,3,1960.0,no,no,yes,Mil-AmH,normal,no,yes
283.07,52,2,1966.0,no,yes,yes,Mil-AmH,normal,no,yes
869.85,109,4,1972.0,no,yes,yes,Schwab-Frei,good,yes,yes
446.07,71,3,1960.0,no,yes,yes,Mil-AmH,normal,no,yes
130.35,36,2,1948.0,no,yes,no,BamLaim,normal,no,no
388.6,47,2,1972.0,no,no,yes,Au-Haid,normal,no,yes
696.09,77,3,1948.0,no,no,yes,Bogenh,top,no,yes
413.66,97,3,1924.0,no,yes,yes,Au-Haid,normal,no,yes
