"","rent","rentsqm","area","rooms","yearc","bathextra","bathtile","cheating","district","location","upkitchen","wwater"
"647",706.83,11.78,60,2,1993,"no","no","yes","Neuh-Nymp","good","no","yes"
"648",220.81,4.42,50,2,1957.5,"no","no","no","Neuh-Nymp","normal","no","no"
"649",562.43,8.65,65,3,1966,"no","yes","yes","Send-West","normal","no","yes"
"650",392.8,5.46,72,4,1970,"yes","yes","yes","Send-West","normal","no","yes"
"651",299.57,8.81,34,2,1957,"no","yes","yes","Send","normal","no","yes"
"652",550.53,8.1,68,3,1918,"no","yes","yes","Send","normal","no","yes"
"653",383.69,10.37,37,1,1966,"yes","no","yes","Send","normal","no","yes"
"654",224.61,8.64,26,1,1960,"no","yes","no","Maxvor","good","no","yes"
"655",613.05,8.28,74,3,1969,"no","yes","yes","Ram-Per","normal","no","yes"
"656",583.2,8.21,71,3,1973,"yes","yes","yes","Ram-Per","good","no","yes"
"657",573.43,5.73,100,5,1967,"yes","yes","yes","Au-Lo-La","normal","no","yes"
"658",807.86,9.5,85,3,1983,"yes","yes","yes","Au-Lo-La","normal","no","yes"
"659",398.69,12.46,32,1,1972,"no","no","yes","Mil-AmH","normal","no","yes"
"660",367.65,5.74,64,2,1971,"no","yes","yes","Schwab-Frei","normal","no","yes"
"661",372.63,9.81,38,2,1971,"no","yes","yes","Mil-AmH","normal","no","yes"
"662",618.67,8.25,75,2,1996,"no","yes","yes","Feld-Has","normal","no","yes"
"663",484.02,7.45,65,2,1970,"no","no","yes","All-Umenz","normal","yes","yes"
"664",568.35,8.24,69,2,1966,"no","yes","yes","Moos","normal","no","yes"
"665",381.87,5.87,65,2,1981,"no","yes","yes","Neuh-Nymp","good","no","yes"
"666",480.74,8.15,59,2,1975,"no","yes","yes","Moos","normal","no","yes"
"667",1298.7,10.82,120,5,1990,"no","yes","yes","Moos","normal","no","yes"
"668",392.95,13.1,30,1,1970,"no","yes","yes","Au-Haid","normal","no","yes"
"669",1232,11,112,4,1918,"yes","yes","yes","Au-Haid","good","yes","yes"
"670",462.8,11.57,40,1,1970,"no","yes","yes","Au-Haid","normal","no","yes"
"671",460.17,8.52,54,2,1986,"no","yes","yes","Send-West","normal","no","yes"
"672",418.24,6.86,61,2,1974,"no","yes","yes","Send-West","normal","no","yes"
"673",423.51,5.5,77,3,1966,"no","no","yes","Send-West","normal","no","yes"
"674",817.22,7.17,114,4,1974,"yes","yes","yes","Send-West","normal","no","yes"
"675",210.76,2.29,92,3,1948,"no","yes","yes","Bogenh","good","no","yes"
"676",1578.39,12.14,130,4,1998.5,"no","yes","yes","Au-Haid","good","no","yes"
"677",950.01,10.92,87,3,1974,"no","yes","yes","Au-Haid","good","no","yes"
"678",422.07,10.55,40,1,1997,"no","yes","yes","Moos","normal","no","yes"
"679",418.73,8.21,51,2,2000,"no","yes","yes","Moos","normal","yes","yes"
"680",927.08,9.27,100,4,1970,"no","yes","yes","Feld-Has","normal","no","yes"
"681",404.79,6.98,58,3,1969,"no","yes","yes","Moos","normal","no","yes"
"682",625.1,7.53,83,3,1972,"no","yes","yes","Moos","normal","no","yes"
"683",827.69,8.9,93,3,1939,"no","yes","yes","Lud-Isar","good","no","yes"
"684",614.58,7.23,85,2,1918,"no","yes","yes","Lud-Isar","good","no","yes"
"685",452.16,6.65,68,2,1957,"yes","yes","yes","Lud-Isar","good","no","yes"
"686",450.73,6.73,67,3,1957,"no","yes","yes","Lud-Isar","good","no","yes"
"687",135.21,3,45,2,1924,"no","no","yes","Ram-Per","normal","no","yes"
"688",394.61,6.07,65,3,1960,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"689",444.41,12.01,37,2,1973,"no","yes","yes","Th-Ob-Fo-Fu-So","good","no","yes"
"690",598.82,6.88,87,3,1972,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"691",269.25,5.18,52,2,1924,"no","yes","yes","Ram-Per","normal","no","yes"
"692",399.5,4.81,83,4,1960,"no","no","yes","BamLaim","normal","no","yes"
"693",766.95,10.23,75,2,1924,"no","no","yes","Maxvor","good","no","yes"
"694",875.24,10.81,81,4,1966,"no","no","yes","Alt-Le","good","no","yes"
"695",425.64,5.75,74,3,1924,"no","no","yes","SchwWest","normal","no","yes"
"696",419.46,12.71,33,1,1957,"no","no","yes","SchwWest","good","no","yes"
"697",547.15,7.71,71,3,1966,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"698",601.59,10.03,60,2,1979,"no","yes","yes","Neuh-Nymp","good","no","yes"
"699",815.53,10.59,77,3,1985,"no","yes","yes","Lud-Isar","good","no","yes"
"700",196.85,7.57,26,1,1960,"no","yes","yes","Lud-Isar","good","no","yes"
"701",635,6.9,92,3,1918,"no","yes","yes","Lud-Isar","good","no","yes"
"702",1266.05,12.06,105,4,1918,"yes","yes","yes","Maxvor","normal","no","yes"
"703",337.5,8.04,42,1,1957,"no","no","yes","Maxvor","normal","no","yes"
"704",399.61,5.06,79,3,1957,"no","no","no","Schwanth","normal","no","yes"
"705",359.02,5.52,65,2,1918,"no","yes","yes","Schwanth","normal","no","yes"
"706",390.57,11.84,33,2,1957.5,"no","no","yes","Schwanth","normal","no","yes"
"707",279.53,5.48,51,2,1957,"no","no","no","Schwanth","normal","no","yes"
"708",908.72,7.57,120,6,1957,"yes","yes","yes","Trud-Rie","good","no","yes"
"709",713.27,8.2,87,3,1966,"no","yes","yes","Trud-Rie","good","no","yes"
"710",966.36,10.86,89,5,1988,"no","yes","yes","Trud-Rie","good","no","yes"
"711",590.54,9.68,61,2,1987,"no","yes","yes","BamLaim","good","yes","yes"
"712",652.49,8.82,74,3,1983,"no","yes","yes","Trud-Rie","good","no","yes"
"713",637.82,7.87,81,3,1967,"no","yes","yes","Trud-Rie","good","no","yes"
"714",494.53,5.68,87,3,1948,"no","yes","yes","SchwWest","normal","no","yes"
"715",741.38,12.36,60,3,1960,"no","yes","yes","Lud-Isar","normal","yes","yes"
"716",623.65,7.34,85,3,1918,"no","yes","yes","Lud-Isar","normal","no","yes"
"717",690.26,8.74,79,3,1957.5,"no","no","yes","Lud-Isar","normal","no","yes"
"718",1661.55,11.08,150,5,1966,"no","no","yes","Bogenh","normal","no","yes"
"719",583.32,9.26,63,2,1983,"no","yes","yes","Bogenh","good","no","yes"
"720",570.1,9.83,58,2,1957.5,"no","yes","yes","Bogenh","normal","no","yes"
"721",874.32,11.21,78,2,1918,"no","yes","yes","Au-Haid","good","yes","yes"
"722",1452.93,11.62,125,4,1918,"no","yes","yes","Au-Haid","good","yes","yes"
"723",270.71,4.67,58,2,1948,"no","yes","yes","Ram-Per","normal","no","yes"
"724",305.45,4.93,62,3,1918,"no","yes","yes","Ram-Per","normal","no","yes"
"725",337.35,10.54,32,1,1966,"no","yes","yes","Maxvor","good","no","yes"
"726",290.42,10.37,28,1,1972,"no","yes","yes","Maxvor","good","no","yes"
"727",541.39,5.26,103,4,1918,"no","yes","yes","Maxvor","good","no","yes"
"728",723.59,6.29,115,4,1918,"no","yes","yes","Maxvor","good","no","yes"
"729",797.51,10.36,77,3,1957.5,"no","yes","yes","Maxvor","good","no","yes"
"730",715.82,9.06,79,3,1966,"yes","yes","yes","Maxvor","good","no","yes"
"731",1022.68,9.74,105,3,1918,"no","yes","yes","Maxvor","good","no","yes"
"732",559.54,9.48,59,2,1989,"no","yes","yes","Schwab-Frei","normal","no","yes"
"733",479.41,6.85,70,3,1957.5,"no","yes","yes","Maxvor","good","no","yes"
"734",327.52,10.24,32,1,1972,"no","yes","yes","Maxvor","good","no","yes"
"735",410.57,12.44,33,1,1966,"no","yes","yes","Send-West","normal","no","yes"
"736",393.37,6.45,61,2,1966,"no","no","yes","Send-West","normal","no","yes"
"737",229.06,5.73,40,2,1918,"no","no","no","Send","normal","no","yes"
"738",342.57,5.35,64,3,1957,"no","yes","yes","Bogenh","normal","no","yes"
"739",560.58,9.19,61,3,1957,"no","yes","yes","Bogenh","normal","no","yes"
"740",364.3,7.75,47,2,1967,"no","yes","yes","Pas-Obmenz","normal","no","yes"
"741",484.01,8.49,57,2,1960,"no","yes","yes","Ugies-Har","normal","no","yes"
"742",464.56,10.32,45,2,1968,"no","yes","yes","All-Umenz","good","no","yes"
"743",270.07,4.22,64,2,1996,"no","yes","yes","All-Umenz","normal","yes","yes"
"744",561.35,7.02,80,3,1966,"yes","no","yes","All-Umenz","normal","no","yes"
"745",520.49,4.86,107,4,1957.5,"no","yes","yes","Feld-Has","normal","no","yes"
"746",387.24,6.35,61,3,1966,"no","yes","yes","Mil-AmH","normal","no","yes"
"747",328.39,6.84,48,2,1966,"no","no","yes","Mil-AmH","normal","no","yes"
"748",657.68,10.12,65,3,1960,"no","yes","yes","Mil-AmH","normal","no","yes"
"749",815.71,10.88,75,3,1998,"no","no","yes","Mil-AmH","normal","yes","yes"
"750",319.21,4.63,69,3,1957,"no","yes","yes","Maxvor","good","no","yes"
"751",460.17,6.77,68,2,1918,"no","no","yes","Alt-Le","good","no","yes"
"752",603.34,9.73,62,3,1957,"no","no","yes","Maxvor","good","no","yes"
"753",286,7.94,36,1,1948,"no","no","yes","Maxvor","good","no","yes"
"754",989.17,11.64,85,3,1918,"no","yes","no","Maxvor","good","no","yes"
"755",655.48,8.4,78,3,1960,"no","yes","yes","SchwWest","good","no","yes"
"756",345.75,5.01,69,2,1957,"no","yes","yes","Maxvor","good","no","yes"
"757",609.58,8.71,70,2,1957,"no","yes","yes","Maxvor","good","no","yes"
"758",782.19,12.82,61,2,1957.5,"no","yes","yes","Maxvor","good","yes","yes"
"759",355.36,8.46,42,2,1966,"no","yes","yes","Pas-Obmenz","good","no","yes"
"760",644.34,7.86,82,3,1918,"no","yes","yes","Au-Haid","good","no","yes"
"761",243.44,3.93,62,3,1918,"no","yes","yes","Obgies","normal","no","no"
"762",392.18,7.69,51,1,1966,"no","no","yes","Obgies","normal","no","yes"
"763",568.93,8.89,64,2,1989,"yes","yes","yes","Send-West","normal","no","yes"
"764",535.92,7.66,70,3,1966,"no","yes","yes","Laim","normal","no","yes"
"765",254.75,10.61,24,1,1960,"no","no","yes","Laim","good","no","yes"
"766",1003.38,9.84,102,4,1996,"no","yes","yes","Laim","normal","no","yes"
"767",415.57,7.29,57,2,1974,"no","yes","yes","Had","normal","no","yes"
"768",713.26,8.39,85,4,1975,"no","yes","yes","Had","good","no","yes"
"769",661.5,7.35,90,3,1966,"no","yes","yes","Send","normal","no","yes"
"770",352.68,7.2,49,2,1993,"no","yes","yes","Neuh-Nymp","top","no","yes"
"771",1385.12,10.82,128,6,1991,"no","no","yes","Neuh-Nymp","good","no","yes"
"772",738.8,10.55,70,3,1948,"no","yes","yes","Neuh-Nymp","good","no","yes"
"773",306.61,12.78,24,2,1918,"no","no","yes","Neuh-Nymp","good","no","yes"
"774",582.37,9.39,62,2,1966,"no","yes","yes","Neuh-Nymp","good","no","yes"
"775",920.33,7.36,125,5,1924,"no","yes","yes","Neuh-Nymp","good","no","yes"
"776",224.55,3.94,57,2,1918,"no","yes","yes","Laim","normal","no","yes"
"777",524.09,8.88,59,2,1973,"no","no","yes","Laim","normal","no","yes"
"778",487.77,6.77,72,3,1960,"no","no","yes","Laim","normal","no","yes"
"779",501.96,5.84,86,4,1966,"no","no","yes","Pas-Obmenz","normal","no","yes"
"780",640.83,8.66,74,3,1966,"no","yes","yes","Pas-Obmenz","good","no","yes"
"781",548.79,9.98,55,1,1995,"no","yes","yes","Pas-Obmenz","good","no","yes"
"782",523.33,7.81,67,3,1970,"no","yes","yes","Had","normal","no","yes"
"783",177.36,3.17,56,3,1957,"no","yes","no","Laim","normal","no","yes"
"784",564.02,7.23,78,3,1948,"no","no","yes","Laim","normal","no","yes"
"785",714.27,7.94,90,4,1966,"no","yes","yes","Bogenh","normal","no","yes"
"786",377.59,4.97,76,3,1948,"no","yes","yes","Au-Haid","good","no","yes"
"787",468.92,7.33,64,3,1957,"yes","yes","yes","Laim","normal","no","yes"
"788",686.32,8.07,85,4,1948,"no","yes","yes","Laim","normal","no","yes"
"789",280.7,5.85,48,2,1957,"no","yes","yes","Laim","normal","no","yes"
"790",504.4,5.87,86,4,1966,"no","no","yes","Had","normal","no","yes"
"791",364.18,5.06,72,3,1966,"no","yes","yes","Had","normal","no","yes"
"792",345.79,10.17,34,1,1970,"no","no","yes","Laim","good","no","yes"
"793",193.38,2.93,66,3,1918,"no","yes","yes","Schwab-Frei","good","no","yes"
"794",193.18,1.89,102,4,1918,"no","yes","yes","Schwab-Frei","good","no","yes"
"795",883.53,8.84,100,4,1918,"no","yes","yes","Schwab-Frei","good","no","yes"
"796",362.13,10.65,34,1,1966,"no","yes","yes","SchwWest","good","no","yes"
"797",306.4,9.88,31,1,1972,"no","no","yes","SchwWest","good","no","yes"
"798",771.5,11.02,70,2,1974,"no","no","yes","Au-Haid","good","no","yes"
"799",490.85,12.27,40,1,1979,"no","yes","yes","Bogenh","top","no","yes"
"800",580.32,10.55,55,2,1998,"no","yes","yes","BamLaim","normal","yes","yes"
"801",667.25,7.5,89,2,1918,"no","yes","yes","Lud-Isar","good","no","yes"
"802",601.65,9.4,64,2,1972,"no","yes","yes","Lud-Isar","good","yes","yes"
"803",711.45,5.88,121,4,1918,"no","no","yes","Lud-Isar","good","no","yes"
"804",370,5.21,71,2,1957,"no","yes","yes","Lud-Isar","good","no","yes"
"805",347.74,6.95,50,2,1957,"no","yes","yes","Lud-Isar","good","no","yes"
"806",967.62,11.12,87,2,1918,"yes","yes","yes","Lud-Isar","good","no","yes"
"807",627.58,7.38,85,3,1918,"no","no","no","Lud-Isar","good","no","yes"
"808",617.6,7.18,86,3,1960,"no","yes","yes","SchwWest","good","no","yes"
"809",375.3,5.44,69,3,1966,"no","yes","yes","Feld-Has","normal","no","yes"
"810",639.21,11.62,55,2,1973,"no","yes","yes","Mil-AmH","normal","no","yes"
"811",721.38,7.44,97,3,1918,"no","no","yes","Mil-AmH","normal","no","yes"
"812",330.55,13.22,25,1,1966,"no","yes","yes","SchwWest","normal","no","yes"
"813",675.71,10.09,67,2,1939,"no","yes","yes","SchwWest","good","no","yes"
"814",1143.05,9.94,115,3,1970,"no","yes","yes","Bogenh","normal","no","yes"
"815",354.63,11.82,30,1,1972,"no","yes","yes","Bogenh","normal","no","yes"
"816",645.85,14.04,46,2,1994,"no","yes","yes","Ugies-Har","top","no","yes"
"817",316.62,7.2,44,2,1957,"no","no","yes","Schwab-Frei","normal","no","yes"
"818",493.4,7.96,62,2,1957,"no","no","yes","Lud-Isar","good","no","yes"
"819",456.33,7.73,59,3,1918,"no","yes","yes","Lud-Isar","good","no","yes"
"820",801.7,6.41,125,4,1957.5,"no","yes","yes","Lud-Isar","good","no","yes"
"821",421.68,10.54,40,2,1993,"no","yes","yes","Ram-Per","normal","no","yes"
"822",704.08,9.14,77,3,1990,"no","yes","yes","Bogenh","good","no","yes"
"823",649.02,7.64,85,3,1983,"no","yes","yes","Ram-Per","normal","no","yes"
"824",663.33,9.61,69,3,1993,"no","yes","yes","Ram-Per","normal","yes","yes"
"825",642.39,12.12,53,2,1998.5,"no","yes","yes","Trud-Rie","good","yes","yes"
"826",783.23,9.91,79,3,1957,"no","yes","yes","Trud-Rie","good","no","yes"
"827",438.7,7.31,60,2,1957,"no","yes","yes","SchwWest","good","no","yes"
"828",525.37,9.55,55,2,1957,"no","yes","yes","SchwWest","good","no","yes"
"829",723.49,8.22,88,4,1970,"no","yes","yes","Ram-Per","normal","no","yes"
"830",342.57,9.26,37,1,1970,"no","yes","yes","Ram-Per","normal","no","yes"
"831",235.2,8.71,27,1,1971,"no","yes","yes","Ram-Per","normal","no","yes"
"832",510,5.8,88,4,1969,"no","yes","yes","Ram-Per","normal","no","yes"
"833",577.77,6.64,87,3,1918,"no","yes","yes","Au-Haid","normal","no","yes"
"834",157.51,2.54,62,3,1957,"no","yes","yes","Send","normal","no","yes"
"835",509.47,7.49,68,3,1966,"no","no","yes","Feld-Has","normal","no","yes"
"836",444.21,8.88,50,2,1989,"no","yes","yes","Neuh-Nymp","good","no","yes"
"837",629.09,9.53,66,2,1924,"no","no","yes","Neuh-Nymp","top","no","yes"
"838",604.17,7.28,83,3,1960,"no","no","yes","Neuh-Nymp","normal","no","yes"
"839",398.82,8.86,45,1,1957.5,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"840",678.4,13.05,52,2,1957,"no","no","yes","Maxvor","normal","no","yes"
"841",317.43,4.47,71,3,1918,"no","yes","no","Neuh-Nymp","normal","no","no"
"842",434.61,8.2,53,2,1980,"no","no","yes","Neuh-Nymp","normal","no","yes"
"843",717.71,7.48,96,3,1924,"no","no","yes","Moos","normal","no","yes"
"844",525.71,7.62,69,3,1966,"no","yes","yes","Send-West","normal","no","yes"
"845",920.34,10.7,86,4,1966,"no","yes","yes","Send","normal","no","yes"
"846",494.28,8.24,60,2,1924,"no","yes","yes","Send","good","no","yes"
"847",460,7.93,58,2,1982,"no","yes","yes","Ram-Per","good","no","yes"
"848",598,8.79,68,2,1973,"no","yes","yes","Ram-Per","normal","no","yes"
"849",378.36,6.88,55,2,1970,"no","yes","yes","Ram-Per","normal","no","yes"
"850",824.58,6.76,122,3,1918,"no","yes","yes","Alt-Le","good","no","yes"
"851",1538.43,8.64,178,6,1983,"no","no","yes","Alt-Le","good","no","yes"
"852",716,5.97,120,4,1918,"no","yes","yes","SchwWest","good","no","yes"
"853",434.56,4.14,105,4,1957,"no","no","yes","Ram-Per","normal","no","yes"
"854",766.95,10.23,75,3,1990,"no","yes","yes","Ram-Per","normal","no","yes"
"855",356.41,4.75,75,3,1918,"no","no","no","Maxvor","good","no","yes"
"856",727.54,10.86,67,4,1957,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"857",525,7.19,73,3,1970,"no","no","yes","Neuh-Nymp","normal","no","yes"
"858",737.3,9.33,79,3,1957,"no","yes","yes","SchwWest","good","no","yes"
"859",439.2,3.51,125,4,1918,"no","yes","yes","Lud-Isar","normal","no","yes"
"860",376.26,4.82,78,3,1992,"no","no","yes","Lud-Isar","good","no","yes"
"861",712.79,10.18,70,2,1996,"no","yes","yes","Maxvor","normal","no","yes"
"862",491.79,4.92,100,4,1918,"no","no","no","Schwanth","normal","no","no"
"863",449.27,8.64,52,2,1918,"no","yes","yes","Schwanth","normal","no","yes"
"864",1467.69,12.44,118,2,1998.5,"no","no","yes","Au-Haid","good","yes","yes"
"865",484.66,5.64,86,4,1918,"yes","yes","yes","Neuh-Nymp","good","no","yes"
"866",359.8,7.5,48,2,1966,"no","yes","yes","BamLaim","normal","no","yes"
"867",531.76,8.44,63,2,1957,"no","yes","yes","Maxvor","good","yes","yes"
"868",419.04,8.22,51,2,1966,"no","no","yes","Maxvor","good","no","yes"
"869",793.33,7.7,103,3,1918,"no","yes","yes","SchwWest","good","no","yes"
"870",515.67,9.55,54,2,1960,"no","yes","yes","Maxvor","good","no","yes"
"871",384.31,8.35,46,2,1957,"no","yes","yes","SchwWest","good","no","yes"
"872",1023.31,8.82,116,4,1918,"no","yes","yes","Schwab-Frei","good","no","yes"
"873",444.83,12.71,35,1,1966,"no","yes","yes","Send-West","good","no","yes"
"874",733.72,8.53,86,5,1975,"no","yes","yes","Had","good","no","yes"
"875",715.82,10.85,66,2,1988,"no","yes","yes","Had","good","no","yes"
"876",562,10.04,56,2,1966,"no","no","yes","Send","normal","no","yes"
"877",603.34,10.06,60,2,1918,"no","yes","yes","Alt-Le","normal","no","yes"
"878",821.61,6.04,136,4,1918,"no","no","yes","Alt-Le","good","no","no"
"879",1102,6.37,173,5,1918,"yes","yes","yes","Alt-Le","normal","no","yes"
"880",823.19,9.46,87,3,1918,"no","yes","yes","Au-Haid","good","no","yes"
"881",905.01,11.75,77,3,1998.5,"yes","yes","yes","Th-Ob-Fo-Fu-So","good","no","yes"
"882",733.77,5.24,140,4,1957,"no","yes","yes","SchwWest","good","no","yes"
"883",569.69,6.55,87,3,1957,"no","yes","yes","SchwWest","good","no","yes"
"884",818.08,9.09,90,4,1918,"no","yes","yes","Alt-Le","normal","no","yes"
"885",751.6,11.39,66,3,1980,"no","yes","yes","Alt-Le","good","no","yes"
"886",712.33,9.5,75,3,1967,"no","yes","yes","Alt-Le","good","no","yes"
"887",329.63,12.21,27,1,1957,"no","no","yes","Maxvor","good","no","yes"
"888",384,17.45,22,1,1972,"no","yes","yes","BamLaim","normal","no","yes"
"889",281.22,5.62,50,3,1948,"no","yes","yes","BamLaim","normal","no","yes"
"890",786.38,10.21,77,3,1998,"no","yes","yes","BamLaim","normal","no","yes"
"891",324.6,4.06,80,3,1948,"no","yes","no","BamLaim","normal","no","yes"
"892",509.9,6.8,75,3,1983,"no","yes","yes","BamLaim","good","no","yes"
"893",785.76,10.76,73,3,1998,"no","yes","yes","Laim","normal","no","yes"
"894",765.24,7.65,100,4,1918,"no","yes","yes","Laim","normal","no","yes"
"895",692.57,9.36,74,3,1960,"no","yes","yes","Laim","normal","no","yes"
"896",368.13,10.23,36,1,1957,"no","yes","yes","Laim","normal","no","yes"
"897",377.16,4.71,80,3,1957,"no","no","yes","Laim","good","no","yes"
"898",938.6,10.67,88,3,1980,"no","yes","yes","Laim","good","yes","yes"
"899",710.95,8.89,80,3,1998,"no","yes","yes","Laim","normal","no","yes"
"900",556.38,8.56,65,2,1982,"no","yes","yes","Ugies-Har","good","no","yes"
"901",894,11.04,81,3,1918,"no","yes","yes","Au-Haid","normal","no","yes"
"902",362.28,3.77,96,4,1924,"no","yes","no","Au-Haid","normal","no","yes"
"903",472.49,8.44,56,2,1957,"no","yes","yes","Au-Haid","normal","no","yes"
"904",617.6,7.72,80,4,1957,"no","yes","yes","Au-Haid","normal","no","yes"
"905",359.47,6.31,57,2,1957.5,"no","yes","yes","SchwWest","good","no","yes"
"906",328.64,6.32,52,2,1957,"no","yes","yes","Maxvor","good","no","yes"
"907",423.55,7.84,54,3,1948,"no","yes","yes","Laim","normal","no","yes"
"908",359.92,8.78,41,1,1957,"no","yes","yes","Ugies-Har","normal","no","yes"
"909",1505.66,8.86,170,4,1918,"yes","no","yes","Alt-Le","normal","no","yes"
"910",382.96,4.35,88,3,1957.5,"no","no","yes","Alt-Le","good","no","yes"
"911",275.19,8.6,32,1,1957.5,"no","yes","yes","Alt-Le","good","no","yes"
"912",245.42,8.18,30,1,1957,"no","yes","yes","Alt-Le","good","no","yes"
"913",664.69,7.64,87,3,1973,"yes","yes","yes","Mil-AmH","normal","no","yes"
"914",715.82,7.78,92,3,1918,"no","no","yes","Lud-Isar","good","no","yes"
"915",681.05,8.96,76,3,1918,"no","yes","yes","Lud-Isar","good","no","yes"
"916",387.95,5.62,69,3,1939,"no","yes","yes","Lud-Isar","normal","no","yes"
"917",403.91,7.48,54,2,1960,"no","yes","yes","Laim","good","no","yes"
"918",271.05,9.68,28,1,1968,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"919",710.71,9.48,75,2,1991,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"920",521.33,7.14,73,3,1966,"no","yes","yes","Au-Lo-La","normal","no","yes"
"921",624.75,11.36,55,2,1966,"no","yes","yes","Au-Lo-La","normal","no","yes"
"922",542.12,7.23,75,3,1924,"no","no","yes","Laim","normal","no","yes"
"923",616.6,6.17,100,4,1967,"no","no","yes","Laim","normal","no","yes"
"924",594.64,9.59,62,2,1918,"no","yes","yes","Au-Haid","good","no","yes"
"925",305.73,4.13,74,3,1918,"no","yes","no","Au-Haid","good","no","no"
"926",443.88,5.1,87,3,1918,"no","no","no","Au-Haid","good","no","no"
"927",531.52,6.64,80,3,1918,"no","no","no","Au-Haid","good","no","yes"
"928",242.35,4.49,54,2,1918,"no","yes","yes","Ram-Per","normal","no","yes"
"929",715.82,9.81,73,3,1999,"no","yes","yes","Obgies","normal","no","yes"
"930",499.23,7.34,68,3,1957,"no","no","yes","Au-Haid","good","no","yes"
"931",175.99,4.19,42,2,1948,"no","yes","yes","Obgies","normal","no","yes"
"932",876.44,6.26,140,5,1918,"no","yes","yes","Au-Haid","good","yes","yes"
"933",353.69,11.05,32,1,1918,"no","yes","no","Au-Haid","normal","no","yes"
"934",415.6,7.56,55,2,1957,"no","yes","yes","Obgies","normal","no","yes"
"935",403.93,10.1,40,1,1957,"no","yes","yes","Au-Haid","good","no","yes"
"936",539.93,5.68,95,4,1966,"no","yes","yes","Ugies-Har","normal","no","yes"
"937",356.88,9.65,37,1,1966,"no","no","yes","Ugies-Har","normal","no","yes"
"938",586.97,7.07,83,3,1957,"no","no","yes","Ugies-Har","normal","no","yes"
"939",338.48,7.52,45,2,1948,"no","yes","yes","Ugies-Har","normal","no","yes"
"940",833.42,13.23,63,2,1996,"no","yes","yes","Ugies-Har","normal","no","yes"
"941",976.58,9.57,102,4,1918,"yes","no","yes","Neuh-Nymp","normal","no","yes"
"942",715.82,11.93,60,2,1998.5,"no","yes","yes","Ugies-Har","top","yes","yes"
"943",834.15,7.51,111,5,1980,"no","yes","yes","Th-Ob-Fo-Fu-So","top","no","yes"
"944",1133.94,12.06,94,3,1993,"yes","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"945",319.46,6.66,48,2,1948,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"946",650.05,7.83,83,3,1918,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"947",547.1,8.05,68,3,1966,"no","yes","yes","Mil-AmH","normal","no","yes"
"948",450.5,6.01,75,3,1957,"no","yes","yes","SchwWest","good","no","yes"
"949",675.24,12.74,53,2,1918,"no","yes","yes","SchwWest","good","no","yes"
"950",371.57,5.31,70,3,1948,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"951",616.45,11.42,54,2,1918,"no","yes","yes","Neuh-Nymp","good","no","yes"
"952",715.82,11.01,65,2,1918,"no","yes","yes","Neuh-Nymp","good","no","yes"
"953",848.23,9.98,85,3,1966,"no","yes","yes","Neuh-Nymp","good","yes","yes"
"954",674.92,10.07,67,3,1918,"no","no","yes","Neuh-Nymp","good","no","yes"
"955",603.34,10.97,55,2,1918,"no","yes","yes","Neuh-Nymp","good","no","yes"
"956",371.91,4.27,87,4,1924,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"957",327.75,6.69,49,2,1971,"no","yes","yes","Mil-AmH","normal","no","yes"
"958",457.96,7.63,60,3,1960,"no","yes","yes","Mil-AmH","normal","no","yes"
"959",736.27,9.69,76,3,1957,"no","yes","yes","Laim","normal","no","yes"
"960",1237.35,10.06,123,3,1994,"no","yes","yes","Laim","good","no","yes"
"961",484.06,10.3,47,1,1968,"no","yes","yes","Laim","good","no","yes"
"962",1416.96,8.34,170,5,1966,"no","yes","yes","Laim","good","no","yes"
"963",527.12,9.25,57,3,1948,"no","yes","yes","Laim","normal","no","yes"
"964",423.22,7.56,56,2,1948,"no","no","yes","Laim","normal","no","yes"
"965",268.53,3.09,87,3,1957,"no","yes","yes","Au-Haid","normal","no","yes"
"966",725.13,8.63,84,3,1973,"no","no","yes","Ram-Per","normal","no","yes"
"967",609.03,6.09,100,3,1918,"no","no","no","Au-Haid","normal","no","no"
"968",785.36,11.22,70,3,1998,"yes","yes","yes","Trud-Rie","good","no","yes"
"969",621.52,6.22,100,6,1948,"no","yes","yes","Trud-Rie","good","yes","yes"
"970",1632.03,14.84,110,3,1987,"no","yes","yes","Bogenh","good","yes","yes"
"971",1041.13,8.98,116,3,1971,"yes","yes","yes","Bogenh","top","no","yes"
"972",561.38,8.51,66,2,1980,"no","yes","yes","Bogenh","top","no","yes"
"973",599.75,10.17,59,2,1960,"no","yes","yes","Bogenh","normal","no","yes"
"974",516.27,6.54,79,3,1957,"no","no","yes","Bogenh","normal","no","yes"
